Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price ZAR,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url
mango-ice,Mango Ice,,"<p><strong>Meet the New Boss — NASTY SURGE+ 55K.</strong><br>&nbsp;</p><p>There’s no compromise with this one. Built for those who demand more. More puffs. More power. More flavour. More control. With up to&nbsp;<strong>55,000 puffs</strong>, it delivers relentless performance and bold flavour that stays strong from start to finish. Powered by dual mesh coil system, every hit is smooth, consistent, and full of authority. This isn’t just performance — it’s domination.</p>",published,https://static.wixstatic.com/media/98377e_8337ee163bc14bc98a9ffed47b06c734~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_96965b38-3662-cf19-48b9-83368ac70a5e,Default,Vape-Nasty-Surge+,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_8337ee163bc14bc98a9ffed47b06c734~mv2.webp
mix-fruit-bubblegum,Mix-Fruit Bubblegum,,"<p><strong>Meet the New Boss — NASTY SURGE+ 55K.</strong><br>&nbsp;</p><p>There’s no compromise with this one. Built for those who demand more. More puffs. More power. More flavour. More control. With up to&nbsp;<strong>55,000 puffs</strong>, it delivers relentless performance and bold flavour that stays strong from start to finish. Powered by dual mesh coil system, every hit is smooth, consistent, and full of authority. This isn’t just performance — it’s domination.</p>",published,https://static.wixstatic.com/media/98377e_c53346e861d741289550f2f8e241c60a~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_cb36a082-a498-5ec2-3ecb-f1a1c5b46db4,Default,Vape-Nasty-Surge+,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_c53346e861d741289550f2f8e241c60a~mv2.webp
cherry-cola,Cherry Cola,,"<p><strong>Meet the New Boss — NASTY SURGE+ 55K.</strong><br>&nbsp;</p><p>There’s no compromise with this one. Built for those who demand more. More puffs. More power. More flavour. More control. With up to&nbsp;<strong>55,000 puffs</strong>, it delivers relentless performance and bold flavour that stays strong from start to finish. Powered by dual mesh coil system, every hit is smooth, consistent, and full of authority. This isn’t just performance — it’s domination.</p>",published,https://static.wixstatic.com/media/98377e_008265eb5d434131a8382e955008bf01~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_9f00802e-9dd8-0617-b61c-07d50bda8403,Default,Vape-Nasty-Surge+,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_008265eb5d434131a8382e955008bf01~mv2.webp
peach-ice,Peach Ice,,"<p><strong>Meet the New Boss — NASTY SURGE+ 55K.</strong><br>&nbsp;</p><p>There’s no compromise with this one. Built for those who demand more. More puffs. More power. More flavour. More control. With up to&nbsp;<strong>55,000 puffs</strong>, it delivers relentless performance and bold flavour that stays strong from start to finish. Powered by dual mesh coil system, every hit is smooth, consistent, and full of authority. This isn’t just performance — it’s domination.</p>",published,https://static.wixstatic.com/media/98377e_0a9771ba76ec4f9c9ee1aec034f7c5c9~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_c112c83e-244a-90f4-63b0-1d71dd788a35,Default,Vape-Nasty-Surge+,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_0a9771ba76ec4f9c9ee1aec034f7c5c9~mv2.webp
passion-fruit,Passion Fruit,,"<p><strong>Meet the New Boss — NASTY SURGE+ 55K.</strong><br>&nbsp;</p><p>There’s no compromise with this one. Built for those who demand more. More puffs. More power. More flavour. More control. With up to&nbsp;<strong>55,000 puffs</strong>, it delivers relentless performance and bold flavour that stays strong from start to finish. Powered by dual mesh coil system, every hit is smooth, consistent, and full of authority. This isn’t just performance — it’s domination.</p>",published,https://static.wixstatic.com/media/98377e_448b82900e0b4da6884f4465e05b9d51~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_58e92d02-f701-2a25-34c0-7f5bd7ec21a1,Default,Vape-Nasty-Surge+,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_448b82900e0b4da6884f4465e05b9d51~mv2.webp
raspberry-watermelon,Raspberry Watermelon,,"<p><strong>Meet the New Boss — NASTY SURGE+ 55K.</strong><br>&nbsp;</p><p>There’s no compromise with this one. Built for those who demand more. More puffs. More power. More flavour. More control. With up to&nbsp;<strong>55,000 puffs</strong>, it delivers relentless performance and bold flavour that stays strong from start to finish. Powered by dual mesh coil system, every hit is smooth, consistent, and full of authority. This isn’t just performance — it’s domination.</p>",published,https://static.wixstatic.com/media/98377e_69a0755db31c4032953feb3dfb448522~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_1593947d-7cc2-64b1-e8e1-cac319264eee,Default,Vape-Nasty-Surge+,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_69a0755db31c4032953feb3dfb448522~mv2.webp
rootbeer-bubblegum,Rootbeer Bubblegum,,"<p><strong>Meet the New Boss — NASTY SURGE+ 55K.</strong><br>&nbsp;</p><p>There’s no compromise with this one. Built for those who demand more. More puffs. More power. More flavour. More control. With up to&nbsp;<strong>55,000 puffs</strong>, it delivers relentless performance and bold flavour that stays strong from start to finish. Powered by dual mesh coil system, every hit is smooth, consistent, and full of authority. This isn’t just performance — it’s domination.</p>",published,https://static.wixstatic.com/media/98377e_fe2244a013b74482a684a6a2244281d6~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_8a90320b-e0b6-b67b-3def-100ae88cea88,Default,Vape-Nasty-Surge+,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_fe2244a013b74482a684a6a2244281d6~mv2.webp
strawberry-ice,Strawberry Ice,,"<p><strong>Meet the New Boss — NASTY SURGE+ 55K.</strong><br>&nbsp;</p><p>There’s no compromise with this one. Built for those who demand more. More puffs. More power. More flavour. More control. With up to&nbsp;<strong>55,000 puffs</strong>, it delivers relentless performance and bold flavour that stays strong from start to finish. Powered by dual mesh coil system, every hit is smooth, consistent, and full of authority. This isn’t just performance — it’s domination.</p>",published,https://static.wixstatic.com/media/98377e_6b9907c26628495e98c6144a4f2fa1e8~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_610207c9-ef59-59c1-24bb-560bbf72ff07,Default,Vape-Nasty-Surge+,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_6b9907c26628495e98c6144a4f2fa1e8~mv2.webp
watermelon-ice,Watermelon Ice,,"<p><strong>Meet the New Boss — NASTY SURGE+ 55K.</strong><br>&nbsp;</p><p>There’s no compromise with this one. Built for those who demand more. More puffs. More power. More flavour. More control. With up to&nbsp;<strong>55,000 puffs</strong>, it delivers relentless performance and bold flavour that stays strong from start to finish. Powered by dual mesh coil system, every hit is smooth, consistent, and full of authority. This isn’t just performance — it’s domination.</p>",published,https://static.wixstatic.com/media/98377e_3acaaecf17d746b8b8b353ae62001110~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_7bb2879c-7dc0-380a-a247-f38c52be9320,Default,Vape-Nasty-Surge+,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_3acaaecf17d746b8b8b353ae62001110~mv2.webp
blackberry-ice,Blackberry Ice,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_cd22b24a50394a4c9f7d452329fe3cf2~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_1a8a3110-6249-078a-6827-f2fb0aa297f7,Default,Vape-Nasty-MaxUltra,,TRUE,FALSE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_cd22b24a50394a4c9f7d452329fe3cf2~mv2.webp
cherry-peach-raspberry,Cherry Peach Raspberry,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_e367a0db863c4d53bf9ce08834054a62~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_1bda214f-986a-c326-99b7-c7f6fd23a75a,Default,Vape-Nasty-MaxUltra,,TRUE,FALSE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_e367a0db863c4d53bf9ce08834054a62~mv2.webp
blue-razz-ice,Blue Razz Ice,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_bcfbbe751b854c74977d673f53cc8dc0~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_49be04a3-a850-1e10-b93c-c99f802bb0ef,Default,Vape-Nasty-MaxUltra,,TRUE,FALSE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_bcfbbe751b854c74977d673f53cc8dc0~mv2.webp
grape-ice,Grape Ice,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_16d59f347cdd4a0582a5a61471f912a4~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_529619da-b060-f821-bf98-2400d814844c,Default,Vape-Nasty-MaxUltra,,TRUE,FALSE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_16d59f347cdd4a0582a5a61471f912a4~mv2.webp
passion-fruit,Passion Fruit,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_b2ac247fbd554583a6455eb6dd87b870~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_a6ef0715-2882-1e8e-8777-bea178a0e060,Default,Vape-Nasty-MaxUltra,,TRUE,FALSE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_b2ac247fbd554583a6455eb6dd87b870~mv2.webp
peach-ice,Peach Ice,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_365eb27cf62a4cff8f1b1371eafd6ad9~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_17ce2401-dabf-de3f-2cf1-e90de903d074,Default,Vape-Nasty-MaxUltra,,TRUE,FALSE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_365eb27cf62a4cff8f1b1371eafd6ad9~mv2.webp
raspberry-watermelon,Raspberry Watermelon,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_7f2f0553aaba4547b7e68a52e3cea840~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_8154dcf9-dcce-765e-c0e6-08a19bdf0e83,Default,Vape-Nasty-MaxUltra,,TRUE,FALSE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_7f2f0553aaba4547b7e68a52e3cea840~mv2.webp
strawberry-ice,Strawberry Ice,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_d84bc52a9a144919a8de89197516452c~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_547cfde7-a471-37af-bd1b-6da33d0e4ffd,Default,Vape-Nasty-MaxUltra,,TRUE,FALSE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_d84bc52a9a144919a8de89197516452c~mv2.webp
strawberry-watermelon,Strawberry Watermelon,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_f0849152ba85407689022dbaec9c7397~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_da404aab-5aa5-c766-719e-b99b9e0ba6b4,Default,Vape-Nasty-MaxUltra,,TRUE,FALSE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_f0849152ba85407689022dbaec9c7397~mv2.webp
strawberry-kiwi,Strawberry Kiwi,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_3ca3e5eb9cc54b35915dc57a65d2aeab~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_1f6f7f58-77e1-0e63-54d3-aeb0c3d4e504,Default,Vape-Nasty-MaxUltra,,TRUE,FALSE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_3ca3e5eb9cc54b35915dc57a65d2aeab~mv2.webp
watermelon-ice,Watermelon Ice,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_8170d26fb99748dcaef28e81a97e30a7~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_6bce2ae4-01ba-7283-ba16-deecd630d929,Default,Vape-Nasty-MaxUltra,,TRUE,FALSE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_8170d26fb99748dcaef28e81a97e30a7~mv2.webp
blue-razz-ice,Blue Razz Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_66246b7658ad40f49a8ec9c0c2c4f0df~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_6698512c-4d41-a282-d47f-2ae967d6a629,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_66246b7658ad40f49a8ec9c0c2c4f0df~mv2.webp
blackberry-ice,Blackberry Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_41d7cca72def4768848eaa3bf0878b50~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_15257ebd-10d8-08f2-85b2-ec18424fca8c,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_41d7cca72def4768848eaa3bf0878b50~mv2.webp
berry-grape,Berry Grape,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_0bc19e214b93479880bc018fceb2625f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_50694d66-9e4c-6463-c52d-e8684625f6ea,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_0bc19e214b93479880bc018fceb2625f~mv2.webp
cherry-peach-raspberry,Cherry Peach Raspberry,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_898d73d4a3404d909f09ba33c415ec26~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_d2abec91-a03d-658d-1bff-8a6ba2be1f80,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_898d73d4a3404d909f09ba33c415ec26~mv2.webp
grape-ice,Grape Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_70d6916c454c43d2b183ade096859c41~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_c2b7806f-c39e-5b77-9b2b-ce3e9f449ec0,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_70d6916c454c43d2b183ade096859c41~mv2.webp
peach-ice,Peach Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_21d9f8188ae54ee4a3bba68bb0551172~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_3a6b4727-d9e7-a13c-2a32-c5790be360d7,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_21d9f8188ae54ee4a3bba68bb0551172~mv2.webp
passion-fruit,Passion Fruit,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_b52fc0e27482416a8836917ed183d6a3~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_b81b87da-0b6d-d2a4-dbbf-c8d7e66cf0b4,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_b52fc0e27482416a8836917ed183d6a3~mv2.webp
raspberry-watermelon,Raspberry Watermelon,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_3a4d4c70202a420387f6da461b574e69~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_976b148f-0ac6-2250-acb1-bb70b748f620,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_3a4d4c70202a420387f6da461b574e69~mv2.webp
strawberry-ice,Strawberry Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_e427e91ce8024045be2658d4ebf06bd6~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_5f49131f-3892-f31c-52b8-2f2c4364a9ef,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_e427e91ce8024045be2658d4ebf06bd6~mv2.webp
strawberry-watermelon,Strawberry Watermelon,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_3413e991d5dc45e5809309a3550a0422~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_4b8353f1-16d4-0a46-6e4d-c48b7cde6bf8,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_3413e991d5dc45e5809309a3550a0422~mv2.webp
strawberry-kiwi,Strawberry Kiwi,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_858ddb43b2d341dbb779b4f580004149~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_7eb9f426-62d3-016f-8a3e-05b7797b4feb,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_858ddb43b2d341dbb779b4f580004149~mv2.webp
watermelon-ice,Watermelon Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_991a0962f3714981a7c87ddd8afcc91e~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_f9ffb4e9-e415-d1c6-1b4e-fd4d309ca064,Default,Vape-Nasty-Max,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_991a0962f3714981a7c87ddd8afcc91e~mv2.webp
blue-razz-ice,Blue Razz Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_3da643f34f394ae1b1ab2dab832ef98a~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_055eff02-8822-df98-7854-92ce8bb49a47,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_3da643f34f394ae1b1ab2dab832ef98a~mv2.webp
strawberry-ice,Strawberry Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_447c3d77f01645028258ef2d5314cd15~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_a014700e-52b5-6741-d76f-5d45a4940f4f,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_447c3d77f01645028258ef2d5314cd15~mv2.webp
grape-ice,Grape Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_cd5aeff6b75444e8b4405534751021f7~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_aed153b3-ed6d-9b83-29d1-0809a155bfe8,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_cd5aeff6b75444e8b4405534751021f7~mv2.webp
berry-grape,Berry Grape,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_9b830ebd295e46779ebbfcb8cb578f95~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_8831de50-f0aa-35bb-75bd-baf637b05a6f,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_9b830ebd295e46779ebbfcb8cb578f95~mv2.webp
watermelon-ice,Watermelon Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_6b5f9c64f2224e7c969cee0f31433b91~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_cbd327f2-5bf7-10e7-df06-aa5558a5f1ad,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_6b5f9c64f2224e7c969cee0f31433b91~mv2.webp
mint,Mint,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_d5e4afc23e504b05a2d3375e2d25ca3d~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_c1531c9d-faf6-0f9c-1f18-4f22c9f98bba,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_d5e4afc23e504b05a2d3375e2d25ca3d~mv2.webp
kiwi-passion-fruit-guava,Kiwi Passion Fruit Guava,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_1565056a3e594423a76870a507ca614b~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_3d1f1ab4-9590-33e8-0a86-7c32a4053467,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_1565056a3e594423a76870a507ca614b~mv2.webp
